,time,Ind_mis,heartrate
0,20.0,0.4034898441457705,2.0516678107054522
1,35.0,-0.6539773968587058,0.20908605405637806
2,36.0,0.4034898441457705,-0.38501631121907387
3,46.0,-0.6539773968587058,-0.18424005801068266
4,48.0,0.4034898441457705,1.29126170187757
5,61.0,-0.6539773968587058,0.22446810571347478
6,159.0,-0.8125974830093772,0.06657356527409589
7,212.0,0.4563632061959943,0.371524698041315
8,391.0,-0.5482306727582582,1.017361943338339
9,525.0,-0.601104034808482,1.6834648458270536
10,530.0,-0.7068507589089296,0.04236446190206597
11,533.0,-0.7597241209591534,-0.12292077568325177
12,541.0,-0.7068507589089296,0.5530015689498895
13,546.0,-0.6539773968587058,1.7039916583949273
14,549.0,-0.865470845059601,0.9213351115163829
15,570.0,-0.7597241209591534,3.438977400057189
16,577.0,-0.9712175691600486,3.8435070777624434
17,580.0,-1.7643179999134058,3.592954609853844
18,591.0,-3.0332786891187773,-0.1968277471426366
19,596.0,-2.4516717065663154,0.7739390171994992
20,614.0,-2.7689118788676583,1.1970629576888792
21,632.0,-0.49535731070803435,0.8359111879673871
22,678.0,-2.1344315342649725,1.3810730357464136
23,698.0,-1.7643179999134058,0.6303035602996361
24,699.0,-2.1344315342649725,1.0529835366495075
25,703.0,-2.293051620415644,1.4800770388568492
26,764.0,-1.711444637863182,-0.8504474226498698
27,1063.0,-1.8171913619636297,0.12891135356863903
28,1076.0,-1.2884577414613916,-0.8381731199693367
29,1077.0,-1.8700647240138535,-0.6302673249911895
30,1091.0,-1.8171913619636297,0.40474366189161126
31,1094.0,-1.8700647240138535,-0.1263941421864669
32,1146.0,-1.2884577414613916,-0.6460149941749378
33,1280.0,-1.3413311035116153,2.9347124841881955
34,1293.0,-1.2884577414613916,0.43728362176383523
35,1296.0,-1.2355843794111678,0.9365865854853809
36,1337.0,-1.2884577414613916,-1.0013429990075804
37,1346.0,-1.2355843794111678,1.1786776192056985
38,1348.0,-1.2884577414613916,0.9807218440600655
39,1353.0,-1.3413311035116153,-0.5465409113873784
40,1368.0,-1.2355843794111678,-0.25200987812980097
41,1451.0,-1.3413311035116153,1.9932734685912517
42,1460.0,-0.8125974830093772,0.044349242761044995
43,1464.0,-0.7597241209591534,2.830015293877006
44,1468.0,-0.7068507589089296,1.3182129366995086
45,1501.0,-0.7597241209591534,0.1533032657039947
46,1523.0,-0.8125974830093772,-0.8010368254763168
47,1550.0,-0.7597241209591534,1.0607398513220978
48,1563.0,-0.8125974830093772,2.3176545613463824
49,1581.0,-0.865470845059601,1.5255703053876786
50,1582.0,-0.7597241209591534,1.3867401074095524
51,1605.0,-0.6539773968587058,0.9410523424180854
52,1657.0,-0.23099050045691527,-1.0707058669214071
53,1658.0,-0.6539773968587058,-1.0767646716488204
54,1660.0,-0.2838638625071391,-1.1975229175951791
55,1661.0,-0.23099050045691527,-1.1608567027792869
56,1669.0,-0.33673722455736294,0.0332501392733272
57,1674.0,-0.2838638625071391,-0.033031095201554964
58,1675.0,-0.33673722455736294,-0.43369567333932024
59,1686.0,-0.38961058660758674,-0.11174332558268062
60,1692.0,-0.44248394865781054,-0.3526852756477984
61,1694.0,-0.23099050045691527,0.2888690214798503
62,1708.0,-0.17811713840669147,-0.6962351730146545
63,1712.0,-0.33673722455736294,-0.5093523858191202
64,1717.0,-0.2838638625071391,-0.071551513188335
65,1728.0,-0.33673722455736294,0.7136904719144112
66,1736.0,-0.38961058660758674,-0.020234481768656283
67,1747.0,-0.33673722455736294,-0.3772861120841025
68,1766.0,-0.38961058660758674,0.9070760279768635
69,1770.0,-0.44248394865781054,0.31858850328931243
70,1778.0,-0.38961058660758674,0.15393003860683271
71,1789.0,-0.44248394865781054,0.45587788454796424
72,1790.0,-0.49535731070803435,0.26416372289307377
73,1793.0,-0.44248394865781054,0.20511649233842003
74,1807.0,-0.38961058660758674,-0.7832260288207362
75,1809.0,-0.49535731070803435,0.8974393945957628
76,1859.0,0.29774312004532283,-0.23479973883943567
77,1872.0,0.13912303389465142,-0.5424146564437098
78,1873.0,0.29774312004532283,-1.0993284961509073
79,1892.0,0.13912303389465142,-0.8578381197958087
80,1896.0,0.19199639594487522,-1.0217392338873628
81,1898.0,0.13912303389465142,-0.3544089011305946
82,1904.0,0.0862496718444276,-0.383371032349131
83,1935.0,0.19199639594487522,-0.391101231484106
84,1964.0,0.562109930296442,-1.1205604282344688
85,2023.0,0.6678566543968896,0.5321874854682176
86,2025.0,0.562109930296442,0.18252655229871392
87,2031.0,0.6678566543968896,-0.838799892872171
88,2038.0,0.7207300164471133,-0.6640347151314668
89,2041.0,0.7736033784973372,-1.0968214045395628
90,2046.0,0.6678566543968896,-1.227999749995567
91,2054.0,0.7736033784973372,-0.44975672897448554
92,2059.0,0.7207300164471133,-1.1649568421853362
93,2065.0,0.6149832923466657,0.8309753513575548
94,2066.0,0.7207300164471133,-0.2586693402224331
95,2069.0,0.6678566543968896,-1.5154012414833846
96,2078.0,0.562109930296442,0.06602513898411494
97,2114.0,0.6149832923466657,-0.3434403753309682
98,2117.0,0.562109930296442,-0.5980407515703828
99,2124.0,1.1437169128489038,-0.6249136397794678
100,2183.0,1.1965902748991277,-0.3927726258916679
101,2186.0,1.09084355079868,0.2804337028291839
102,2197.0,0.35061648209554663,-0.4583487408508587
103,2198.0,1.0379701887484563,-1.0756939346064738
104,2202.0,0.9850968266982324,-1.2437996502545534
105,2224.0,0.8793501025977848,-0.3675189010149104
106,2231.0,0.35061648209554663,-1.2412142120303553
107,2241.0,0.4563632061959943,-0.5274504533885027
108,2243.0,0.6678566543968896,-0.4697089997147593
109,2257.0,0.562109930296442,-0.6276296556917536
110,2273.0,0.9850968266982324,-0.38961264583986993
111,2344.0,0.7736033784973372,-0.5908589787253887
112,2367.0,0.6678566543968896,-0.9263130594306184
113,2377.0,0.6149832923466657,-0.9476755692022711
114,2384.0,0.6678566543968896,-1.111184950229551
115,2385.0,0.29774312004532283,-1.211155228231857
116,2390.0,0.4563632061959943,0.21164537674296077
117,2422.0,1.09084355079868,0.03246667314478246
118,2425.0,0.4563632061959943,-1.0160721622242237
119,2431.0,0.4034898441457705,-0.8343080204018511
120,2479.0,1.09084355079868,0.0004490240249241511
121,2485.0,1.0379701887484563,-0.08429589554599563
122,2487.0,1.09084355079868,-0.03052400359021031
123,2494.0,1.0379701887484563,-0.14660756830291977
124,2503.0,1.09084355079868,-0.5997643770531828
125,2506.0,1.0379701887484563,0.03515657351945286
126,2516.0,1.1437169128489038,-0.49073200749737594
127,2525.0,1.1965902748991277,0.9919254096982556
128,2529.0,1.09084355079868,-0.6816888185613407
129,2537.0,0.9850968266982324,-0.7142026628959456
130,2562.0,1.5138304472004704,-0.9479367245784502
131,2564.0,0.9850968266982324,-0.6585504522316536
132,2571.0,0.8793501025977848,-1.0639419426783063
133,2577.0,0.7736033784973372,-0.3664220484349485
134,2624.0,1.5138304472004704,-1.1867894316341165
135,2643.0,1.3023369989995752,-0.9643895132778898
136,2653.0,1.1437169128489038,-0.8741603308071568
137,2656.0,1.3023369989995752,-1.3879574179067784
138,2659.0,1.1437169128489038,-0.8263688969659313
139,2673.0,0.4563632061959943,-0.7388034993322498
140,2678.0,1.09084355079868,-0.7004136590335573
141,2698.0,0.9850968266982324,0.01259274901736579
142,2702.0,0.7207300164471133,-0.8562189564634849
143,2722.0,1.408083723100023,0.5815458515665364
144,2807.0,1.3552103610497992,-0.7914263076328352
145,2814.0,1.408083723100023,-0.567798959008555
146,2825.0,1.4609570851502467,0.7379518063616791
147,2828.0,1.3552103610497992,-0.36629147074685714
148,2851.0,1.3023369989995752,-0.7748168257076888
149,2859.0,1.0379701887484563,-0.1189250984276747
150,2887.0,0.7207300164471133,0.39481975759671245
151,2890.0,1.0379701887484563,-0.357673343332865
152,2935.0,0.7207300164471133,-0.4196193985631339
153,2998.0,0.562109930296442,-1.024403018724414
154,2999.0,0.7207300164471133,0.20681400228360092
155,3007.0,0.562109930296442,-0.10913177182086357
156,3030.0,0.4563632061959943,0.6799753128493682
157,3034.0,0.29774312004532283,0.886366406645664
158,3035.0,0.4563632061959943,0.31895412081596763
159,3036.0,0.29774312004532283,0.38943995684737165
